,ID1,response,text
3994,136914110448287744,negative,pi fort me capisco occupysapienza governo monti addirittura peggior b protestano cosa linfedel
3996,147659097217576960,negative,on scilipoti voto riconosco governo monti detto scilipoti
3997,159174242942980096,neutral,freddo colpa liberazioni apport ghiaccio governo monti
3998,190351532930236416,neutral,corrier sera siria cessat fuoco cn manifest beirut scender strada manifesta http t co pjmek bm
3999,195886249821732864,negative,ricapitolando grillo fa bene fuggir giornalisti va paragonato stracquadanio demagogia nuovomiracoloitaliano
4002,134591511454158848,negative,lega nord maroni dice no governo monti http t co zbd rwg
4004,186495743618580485,positive,xdreamingnial grazi serviva mappa dd lool diario capisco corno
4006,143819518186237952,negative,governo monti equita dimenticata http t co ydi y t
4007,195117431910440961,neutral,finalment arrivata risposta dopo tant rispost prima alternativa grillo monti concorda alzi mano
4008,146634046976434176,negative,governo monti perso altra occasion far uscir italia medioevo
4009,136202122453721088,negative,d alimont linfedel esprim forti dubbi fatto governo monti cambi legg elettoral pi facili elezioni anticip
4010,190507753486286848,positive,sim rtp vedi male andata bene pure saldato x marsa
4011,160735861330292736,negative,mario monti masson
4013,191170745668337666,negative,criamayn no me mancano tantissimo
4014,136731003464069120,positive,mario monti ama bici bene voglio apprezzarlo motivo magari sistema qualcosa favor due ruot
4015,132404391520124929,positive,riotta mario monti senz altro bisogno ciampi tecnico scaldi cuori almeno po
4016,136106628180230145,negative,telefonata bossi mario monti sbagliato numero
4017,164031695069261824,neutral,storia cambio vertici forz polizia servizi segreti part governo monti vera governo scopo
4018,165109071572238336,negative,caro mario monti monotonia mando cagar
4019,195597810350047232,positive,piazzapulita grazi spazio grillo opinioni schiav sistema vari cast sanguisugh
4020,134709023130918912,neutral,bocchino subito governo monti elezioni generazion italia http t co cvr
4021,143600276912357376,positive,credo monti giusto governo monti pi omeno
4022,192531684737032194,negative,verament sicuri poter dare fiducia marches grillo politica sara poco credibil fumo
4023,137064115641401344,negative,cose piacciono nomin governo monti felic mondo cattolico http t co jp ts yc via lastampa ministri
4025,140043584182304768,negative,gia decina miliardi euro danno governo monti fors piu the merkel bisogna impressionar mercati
4026,193471563604045824,positive,grillo politica ok d accordo attenzion meglio comici pagliacci ladri casa
4027,134720526311636992,positive,governo monti perch compito politica prender atto realt
4028,136942937044037633,negative,abuso parola super ministri governo monti segno italia persa concezion normal
4029,136156597113192448,positive,governo monti politici esecutivo desiderio important appoggio partiti http t co hkjirjb
4031,142650832746328064,neutral,nuov riform governo monti aumento irpef tassa beni lusso http t co yszcvumv
4032,160368426441916418,positive,pbersani penso governo monti governando paes modo ineccepibil cosa pensa saluto
4033,393423015276318720,neutral,drewsschanel cosa devo dirti
4034,395621364222423040,negative,freddo freddo freddo freddo freddo freddo freddo freddo freddo freddo freddo freddo freddo freddo freddo freddo freddo freddo freddo freddo
4035,395516393170698240,positive,alzarsi tardi mattina quando scuola starsen tranquillament stravaccati divano thisislif
4037,193056989633462272,negative,taniuzzacalabra spieghiamo grillo politica teatro fa spettacolo piazzapulita grazi ns politici
4038,193172152030208000,neutral,tt twitter italia cinemainchiesa serviziopubblico grillo trota levon helm damon and elena princ of persia lega
4039,137283892657913858,negative,senatori favor governo tecnico mario monti pronto instaurar reich
4040,165039273924501504,negative,bocchini fa madr monotoni cit mario monti
4041,396550785808359424,negative,oggi mamma svegliata ora prima wtf
4044,134700567539884032,neutral,democrazia perd tecnocrazia fatepresto governo monti
4045,194733747252363264,neutral,gaff ombretta colli alzi mano fatto vacanza barca http t co lwpp yay via gossipblog
4046,391804038217728000,neutral,primo passaggio strabrollo secondo me iscritto
4047,193123972320198658,neutral,tt italia cinemainchiesa serviziopubblico grillo trota billboard award levon helm princ of persia lega
4048,146543936620593153,neutral,grandi riform governo monti cessano esister democraticament parlamento mario http t co kna xu b
4050,139478773782429696,negative,maroni governo monti vuol marginalizzar lega problema
4051,155265960394244097,negative,vorrei quintali pasta forno ora mangiando goduti mario monti bce wl ungheria
4052,142982676826173440,neutral,mario monti channel oggi politici domani parti sociali http t co poxfbckg
4053,191871417388761088,positive,bom dia amor gustavosolari
4054,189810584705966080,positive,antoel grazi vale me pensa alcun eliminano perch oso dire esager
4055,134569480788516865,negative,mario monti alfano no muppet salvar governo crisi voterest http t co zfxb
4056,194670735954948097,neutral,riassunto version soluzion surveillint proximex stata selezionata finalista edizio biz hitech itali
4057,134630198606970882,positive,prime misur governo monti tagli costi politica serv parlamento tecnico votarli fatepresto
4058,144048631794761728,positive,appoggerei governo monti perder voti forza voler solo guadagnar voti perdiamo paes
4059,192121798962323456,neutral,skytg tgmattina ditelavostra grillo coalizioni m s idv sel pd radicali puo fare
4060,391842318803673088,negative,papa perch rinuncia permil stato italiano cittadini suicidano tass
4061,193058214584135680,negative,perch grillo tira fuori pall partecipa dibattito fare capipopolo torr d avorio riescono
4062,163974285600362496,neutral,president consiglio mario monti appena arrivato bruxel consiglio europeo informal http t co db snbth
4063,393306878211784704,neutral,sito http t co x qyr rdze possibilit prenotarsi leopolda aspettiamo
4064,147371928242495488,negative,mario monti mangerai panet n colomba duraminga
4065,164245949860945920,negative,television stamattina cartoni animati mario monti trovando alcuna differenza meglio vada studiar
4066,392018589769035776,negative,assurdo padr riconosca proprio figlio maradona
4067,164796526630141952,positive,renzi spero governo monti arrivi fino fine legislatura ottoemezzo
4068,393253615043096576,negative,quando fischiano rigor espulsion dubbia finisci perdi pechino rememb juventu
4069,134344682896494592,negative,mario monti nominato senator vita primi momenti post berlusconi terror
4070,391871847790555136,negative,pure macklemor oltraggio eurotopchart
4072,144883827603537920,negative,ecco basta veder gasparri minuti apprezzar governo monti blocco serviziopubblico
4073,136050687942475776,negative,accentosvedes comunqu poco mario monti far culo capanna mario capanna monti magari
4075,193154176317009920,neutral,tt italia cinemainchiesa serviziopubblico grillo trota levon helm princ of persia damon and elena lega
4076,149778602051899392,negative,roma nient male fa fare buon natal invec fa sconti cazzo de mario monti
4077,144910746277523458,negative,serviziopubblico piang governo monti ride banch
4078,195196236226240513,negative,stupirsi partito liquido grillo va parlamento gia fatto cicciolina partito solido
4079,391832847675179009,positive,ichnusa concordo giusto riforma elettoral have dream partir elettorato
4080,137205317627944960,neutral,governo monti ministri archivio radio radical paola severino ministro giustizia http t co j m crg
4081,165027718684094464,negative,steve job affamati folli mario monti affamati garden http t co vszxro p
4082,187269310253772800,positive,nooo pato nooo acmilan anzi magari riesc farsi dare rigor cmq solito amano messi reggo
4083,391982747658747904,negative,distruggiamoci quei personaggi inutili nome ridicolo
4084,193069737738117122,positive,grillo ovunqu solo milano resist http t co fyj gxi milanocapitaledellestartup
4085,134336572647673857,positive,mario monti nominato senator vita buon segnal ottica incarico super part largh intes
4087,147627218766528512,positive,radicali governo monti incident tecnico positivo partitocrazia strategi comunicazion opencamera
4088,192594037436461056,neutral,appl store porta roma aprir april ore http t co z d lkjp
4089,156870507457818625,neutral,agenzi rate proprio innamor grand probo governo monti http t co va zg
4090,188990265493700608,neutral,foto celebrit incontrar http t co pixiqmaw
4091,187227184044322817,positive,tragliatella semplicement grazi
4092,161101123384643585,negative,governo mario monti governo infam detto bossi palco piazza duomo monti fuori coglioni
4093,153260540058275840,positive,tanti auguri tanti soldi prosper soldi tant rikezz governo monti samuel http t co rkoduvtv
4094,188155853046681600,neutral,stranfugnino no grazi buongiorno
4095,164786433150812160,negative,quando italia prender coscienza danni arrecati economia governo monti sar troppo tardi
4096,391832841216331776,negative,malagiustizia italiana scaglia assolto dopo anno carcer http t co gkjo gzjwr
4097,137549701619781633,positive,governo monti fiducia ampia storia repubblica italiana peggior parlamento storia repubblica italiana
4098,193086610601017344,positive,chiareletter spero proprio grillo spazzi via malapolitica esistent partecipazion cittadini fare politica x passion
4099,143724600856018944,neutral,casini destra sinistra fate furbi pavidi verso governo monti
4100,156109732552253441,positive,gi sentir president consiglio mario monti calma nervi devo ancora abituar troppi anni papponi chetempochefa
4102,187319095736279041,neutral,barbaramiyaji voc paga
4103,136890578876104704,positive,governo monti forum terzo settor apprezzamento due nuovi ministeri forum terzo settor augura http t co sg hx r
4104,193779697430171649,neutral,lucateles grillo twitta viaggio piacenza parma venit piazzal pace m stour http t co rh csggg
4105,144408011576848384,negative,mario monti va riconosciuto record riuscito farsi odiar pochi giorni almeno predecessor
4106,143318545932091392,negative,ilfranti manda farsi fotter governo monti schiavo banch affossator lavoratori
4107,195488427230244865,neutral,consulent giardinier region lombardia prend anno m stour grillo mazzolimarco
4108,391904058375942144,positive,congratulazioni jay incint sisi felicissima eleanor resto loui perch ama tanto ama
4109,143416687511867392,positive,president consiglio deciso esser pagato ministro commuov governo monti vero miracolo
4110,393263725974536192,neutral,f laragazzadifuocoroma uccello spilla canzon bacch orologio pane tostato vestito consumato fuoco
4111,147411538716803074,negative,violenza berlusconi sempr solo tien pugno governo monti frequenz evasion http t co ijexm nl
4112,393246825958100992,negative,penso incazzata me perch nicol fatto auguri invec me
4113,136765289563041793,negative,bruno ripepi mario monti abolito ministero gioventu parol
4114,135459040095510528,positive,ora enorm bocca lupo mario monti aspetta impresa titanica buon lavoro
4115,190880708410081282,positive,quando parli calciator preferito puoi voler pi matriiiix oltr campo campion vita
